Output File                                                        Name                                       Type        FSH File                                                      Lines
ConceptMap-EHDSImagingReportBodyMap.json                           EHDSImagingReportBodyMap                   Instance    xtehr-model-maps/ConceptMap_EHDSImagingReportBody.fsh         5 - 420
ConceptMap-EHDSImagingReportHeaderMap.json                         EHDSImagingReportHeaderMap                 Instance    xtehr-model-maps/ConceptMap_EHDSImagingReportHeader.fsh       5 - 309
ConceptMap-EHDSImagingReportMap.json                               EHDSImagingReportMap                       Instance    xtehr-model-maps/ConceptMap_EHDSImagingReport.fsh             5 - 87
ConceptMap-EHDSImagingStudyMap.json                                EHDSImagingStudyMap                        Instance    xtehr-model-maps/ConceptMap_EHDSImagingStudy.fsh              5 - 260
ConceptMap-EHDSLocationMap.json                                    EHDSLocationMap                            Instance    xtehr-model-maps/ConceptMap_EHDSLocation.fsh                  5 - 78
ConceptMap-EHDSMediaMap.json                                       EHDSMediaMap                               Instance    xtehr-model-maps/ConceptMap_EHDSMedia.fsh                     5 - 106
ConceptMap-EHDSMedicationAdministrationMap.json                    EHDSMedicationAdministrationMap            Instance    xtehr-model-maps/ConceptMap_EHDSMedicationAdministration.fsh  5 - 115
ConceptMap-EHDSMedicationMap.json                                  EHDSMedicationMap                          Instance    xtehr-model-maps/ConceptMap_EHDSMedication.fsh                5 - 136
ConceptMap-EHDSObservationMap.json                                 EHDSObservationMap                         Instance    xtehr-model-maps/ConceptMap_EHDSObservation.fsh               5 - 355
ConceptMap-EHDSOrganizationMap.json                                EHDSOrganizationMap                        Instance    xtehr-model-maps/ConceptMap_EHDSOrganization.fsh              5 - 53
ConceptMap-EHDSPatientMap.json                                     EHDSPatientMap                             Instance    xtehr-model-maps/ConceptMap_EHDSPatient.fsh                   5 - 75
ConceptMap-EHDSProcedureMap.json                                   EHDSProcedureMap                           Instance    xtehr-model-maps/ConceptMap_EHDSProcedure.fsh                 5 - 126
ConceptMap-EHDSRelatedPersonMap.json                               EHDSRelatedPersonMap                       Instance    xtehr-model-maps/ConceptMap_EHDSRelatedPerson.fsh             5 - 47
ConceptMap-EHDSServiceRequestMap.json                              EHDSServiceRequestMap                      Instance    xtehr-model-maps/ConceptMap_EHDSServiceRequest.fsh            5 - 106
ConceptMap-EHDSSpecimenMap.json                                    EHDSSpecimenMap                            Instance    xtehr-model-maps/ConceptMap_EHDSSpecimen.fsh                  5 - 117
ConceptMap-EHDSSubstanceMap.json                                   EHDSSubstanceMap                           Instance    xtehr-model-maps/ConceptMap_EHDSSubstance.fsh                 5 - 65
ConceptMap-EHDSTelecomMap.json                                     EHDSTelecomMap                             Instance    xtehr-model-maps/ConceptMap_EHDSTelecom.fsh                   5 - 35
Condition-ImImpression-knee-mri-example.json                       ImImpression-knee-mri-example              Instance    report-examples/knee-mri-sample-report-1.fsh                  442 - 445
DiagnosticReport-DiagnosticReport-knee-mri-example.json            DiagnosticReport-knee-mri-example          Instance    report-examples/knee-mri-sample-report-1.fsh                  463 - 472
DocumentReference-iheMdhDocumentReference-knee-mri-example.json    iheMdhDocumentReference-knee-mri-example   Instance    report-examples/knee-mri-sample-report-1.fsh                  70 - 91
Observation-ImFinding-knee-mri-example.json                        ImFinding-knee-mri-example                 Instance    report-examples/knee-mri-sample-report-1.fsh                  448 - 454
Organization-Organization-knee-mri-example.json                    Organization-knee-mri-example              Instance    report-examples/knee-mri-sample-report-1.fsh                  417 - 419
Procedure-ImProcedure-knee-mri-example.json                        ImProcedure-knee-mri-example               Instance    report-examples/knee-mri-sample-report-1.fsh                  423 - 431
ServiceRequest-ServiceRequest-knee-mri-example.json                ServiceRequest-knee-mri-example            Instance    report-examples/knee-mri-sample-report-1.fsh                  435 - 439
StructureDefinition-AllergyIntoleranceEu.json                      AllergyIntoleranceEu                       Profile     profiles-eu/eu-allergyintolerance.fsh                         1 - 8
StructureDefinition-BodyStructureEu.json                           BodyStructureEu                            Profile     profiles-eu/eu-bodystructure.fsh                              1 - 6
StructureDefinition-CarePlanEu.json                                CarePlanEu                                 Profile     profiles-eu/eu-careplan.fsh                                   1 - 22
StructureDefinition-CompositionEu.json                             CompositionEu                              Profile     profiles-eu/eu-composition.fsh                                1 - 18
StructureDefinition-ConditionEu.json                               ConditionEu                                Profile     profiles-eu/eu-condition.fsh                                  1 - 9
StructureDefinition-CrossVersionMediaViewExtension.json            CrossVersionMediaViewExtension             Extension   profiles-eu/eu-documentreference.fsh                          8 - 14
StructureDefinition-DocumentReferenceEu.json                       DocumentReferenceEu                        Profile     profiles-eu/eu-documentreference.fsh                          1 - 6
StructureDefinition-EncounterEu.json                               EncounterEu                                Profile     profiles-eu/eu-encounter.fsh                                  1 - 31
StructureDefinition-EndpointEu.json                                EndpointEu                                 Profile     profiles-eu/eu-endpoint.fsh                                   1 - 8
StructureDefinition-IheMhdEntryUUIDIdentifier.json                 IheMhdEntryUUIDIdentifier                  Profile     profiles/im-ihemhd-documentreference.fsh                      180 - 189
StructureDefinition-ImAdverseEvent.json                            ImAdverseEvent                             Profile     profiles/im-adverseevent.fsh                                  1 - 18
StructureDefinition-ImComposition.json                             ImComposition                              Profile     profiles/im-composition.fsh                                   1 - 206
StructureDefinition-ImDiagnosticReport.json                        ImDiagnosticReport                         Profile     profiles/im-diagnosticreport.fsh                              1 - 72
StructureDefinition-ImFinding.json                                 ImFinding                                  Profile     profiles/im-finding.fsh                                       1 - 15
StructureDefinition-ImGestationalAgeObservation.json               ImGestationalAgeObservation                Profile     profiles/im-gestational-age-observation.fsh                   1 - 14
StructureDefinition-ImIheMhdDocumentReference.json                 ImIheMhdDocumentReference                  Profile     profiles/im-ihemhd-documentreference.fsh                      163 - 176
StructureDefinition-ImImageIidViewerEndpoint.json                  ImImageIidViewerEndpoint                   Profile     profiles/im-endpoint-ihe-iid-viewer.fsh                       1 - 25
StructureDefinition-ImImagingDevice.json                           ImImagingDevice                            Profile     profiles/im-imaging-device.fsh                                1 - 12
StructureDefinition-ImImagingSelection.json                        ImImagingSelection                         Profile     profiles/im-imagingselection.fsh                              1 - 11
StructureDefinition-ImImagingStudy.json                            ImImagingStudy                             Profile     profiles/im-imagingstudy.fsh                                  1 - 45
StructureDefinition-ImImagingStudyManifest.json                    ImImagingStudyManifest                     Profile     profiles/im-manifest.fsh                                      1 - 40
StructureDefinition-ImKeyImageDocumentReference.json               ImKeyImageDocumentReference                Profile     profiles/im-keyimage-documentreference.fsh                    1 - 63
StructureDefinition-ImKeyImageImagingSelection.json                ImKeyImageImagingSelection                 Profile     profiles/im-keyimage-imagingselection.fsh                     1 - 17
StructureDefinition-ImManifestIheMhdDocumentReference.json         ImManifestIheMhdDocumentReference          Profile     profiles/im-ihemhd-documentreference.fsh                      128 - 161
StructureDefinition-ImOrder.json                                   ImOrder                                    Profile     profiles/im-order.fsh                                         1 - 20
StructureDefinition-ImPatient.json                                 ImPatient                                  Profile     profiles/im-patient.fsh                                       1 - 8
StructureDefinition-ImProcedure.json                               ImProcedure                                Profile     profiles/im-procedure.fsh                                     1 - 33
StructureDefinition-ImRadiationDoseObservation.json                ImRadiationDoseObservation                 Profile     profiles/im-radiationdose-observation.fsh                     1 - 108
StructureDefinition-ImReport.json                                  ImReport                                   Profile     profiles/im-report.fsh                                        1 - 15
StructureDefinition-ImReportIheMhdDocumentReference.json           ImReportIheMhdDocumentReference            Profile     profiles/im-ihemhd-documentreference.fsh                      49 - 81
StructureDefinition-ImSrInstanceImagingSelection.json              ImSrInstanceImagingSelection               Profile     profiles/im-imagingselection.fsh                              14 - 30
StructureDefinition-ImWadoEndpoint.json                            ImWadoEndpoint                             Profile     profiles/im-endpoint-wado.fsh                                 1 - 64
StructureDefinition-Manifest-EuAddress.json                        Manifest_EuAddress                         Profile     obligations/Manifest_EuAddress.fsh                            4 - 52
StructureDefinition-Manifest-EuBodyStructure.json                  Manifest_EuBodyStructure                   Profile     obligations/Manifest_EuBodyStructure.fsh                      4 - 24
StructureDefinition-Manifest-EuContactPoint.json                   Manifest_EuContactPoint                    Profile     obligations/Manifest_EuContactPoint.fsh                       4 - 20
StructureDefinition-Manifest-EuDevice.json                         Manifest_EuDevice                          Profile     obligations/Manifest_EuDevice.fsh                             4 - 52
StructureDefinition-Manifest-EuEndpoint.json                       Manifest_EuEndpoint                        Profile     obligations/Manifest_EuEndpoint.fsh                           4 - 48
StructureDefinition-Manifest-EuHumanName.json                      Manifest_EuHumanName                       Profile     obligations/Manifest_EuHumanName.fsh                          4 - 32
StructureDefinition-Manifest-EuLocation.json                       Manifest_EuLocation                        Profile     obligations/Manifest_EuLocation.fsh                           4 - 48
StructureDefinition-Manifest-EuOrganization.json                   Manifest_EuOrganization                    Profile     obligations/Manifest_EuOrganization.fsh                       4 - 36
StructureDefinition-Manifest-EuPatient.json                        Manifest_EuPatient                         Profile     obligations/Manifest_EuPatient.fsh                            4 - 52
StructureDefinition-Manifest-EuPatientAnimal.json                  Manifest_EuPatientAnimal                   Profile     obligations/Manifest_EuPatientAnimal.fsh                      4 - 12
StructureDefinition-Manifest-EuPractitioner.json                   Manifest_EuPractitioner                    Profile     obligations/Manifest_EuPractitioner.fsh                       4 - 28
StructureDefinition-Manifest-EuPractitionerRole.json               Manifest_EuPractitionerRole                Profile     obligations/Manifest_EuPractitionerRole.fsh                   4 - 20
StructureDefinition-Manifest-EuProcedure.json                      Manifest_EuProcedure                       Profile     obligations/Manifest_EuProcedure.fsh                          4 - 72
StructureDefinition-Manifest-EuServiceRequest.json                 Manifest_EuServiceRequest                  Profile     obligations/Manifest_EuServiceRequest.fsh                     4 - 80
StructureDefinition-Manifest-EuSpecimen.json                       Manifest_EuSpecimen                        Profile     obligations/Manifest_EuSpecimen.fsh                           4 - 52
StructureDefinition-Manifest-ImImageIidViewerEndpoint.json         Manifest_ImImageIidViewerEndpoint          Profile     obligations/Manifest_ImImageIidViewerEndpoint.fsh             4 - 48
StructureDefinition-Manifest-ImImagingStudy.json                   Manifest_ImImagingStudy                    Profile     obligations/Manifest_ImImagingStudy.fsh                       4 - 124
StructureDefinition-Manifest-ImManifestDocumentReference.json      Manifest_ImManifestDocumentReference       Profile     profiles/im-ihemhd-documentreference.fsh                      83 - 126
StructureDefinition-Manifest-ImOrder.json                          Manifest_ImOrder                           Profile     obligations/Manifest_ImOrder.fsh                              4 - 100
StructureDefinition-Manifest-ImPatient.json                        Manifest_ImPatient                         Profile     obligations/Manifest_ImPatient.fsh                            4 - 64
StructureDefinition-Manifest-ImProcedure.json                      Manifest_ImProcedure                       Profile     obligations/Manifest_ImProcedure.fsh                          4 - 72
StructureDefinition-Manifest-ImWadoEndpoint.json                   Manifest_ImWadoEndpoint                    Profile     obligations/Manifest_ImWadoEndpoint.fsh                       4 - 48
StructureDefinition-MedicationEu.json                              MedicationEu                               Profile     profiles-eu/eu-medication.fsh                                 3 - 11
StructureDefinition-ObservationEu.json                             ObservationEu                              Profile     profiles-eu/eu-observation.fsh                                1 - 22
StructureDefinition-PatientAnimalEu.json                           PatientAnimalEu                            Profile     profiles-eu/eu-patient-animal.fsh                             1 - 9
StructureDefinition-ProcedureEu.json                               ProcedureEu                                Profile     profiles-eu/eu-procedure.fsh                                  1 - 13
StructureDefinition-RelatedPersonEu.json                           RelatedPersonEu                            Profile     profiles-eu/eu-relatedperson.fsh                              1 - 6
StructureDefinition-Report-EuAddress.json                          Report_EuAddress                           Profile     obligations/Report_EuAddress.fsh                              4 - 52
StructureDefinition-Report-EuAllergyIntolerance.json               Report_EuAllergyIntolerance                Profile     obligations/Report_EuAllergyIntolerance.fsh                   4 - 80
StructureDefinition-Report-EuAttachment.json                       Report_EuAttachment                        Profile     obligations/Report_EuAttachment.fsh                           4 - 56
StructureDefinition-Report-EuBodyStructure.json                    Report_EuBodyStructure                     Profile     obligations/Report_EuBodyStructure.fsh                        4 - 24
StructureDefinition-Report-EuCarePlan.json                         Report_EuCarePlan                          Profile     obligations/Report_EuCarePlan.fsh                             4 - 64
StructureDefinition-Report-EuCondition.json                        Report_EuCondition                         Profile     obligations/Report_EuCondition.fsh                            4 - 92
StructureDefinition-Report-EuContactPoint.json                     Report_EuContactPoint                      Profile     obligations/Report_EuContactPoint.fsh                         4 - 20
StructureDefinition-Report-EuCoverage.json                         Report_EuCoverage                          Profile     obligations/Report_EuCoverage.fsh                             4 - 40
StructureDefinition-Report-EuDevice.json                           Report_EuDevice                            Profile     obligations/Report_EuDevice.fsh                               4 - 52
StructureDefinition-Report-EuDocumentReference.json                Report_EuDocumentReference                 Profile     obligations/Report_EuDocumentReference.fsh                    4 - 52
StructureDefinition-Report-EuEncounter.json                        Report_EuEncounter                         Profile     obligations/Report_EuEncounter.fsh                            4 - 112
StructureDefinition-Report-EuEpisodeOfCare.json                    Report_EuEpisodeOfCare                     Profile     obligations/Report_EuEpisodeOfCare.fsh                        4 - 40
StructureDefinition-Report-EuHumanName.json                        Report_EuHumanName                         Profile     obligations/Report_EuHumanName.fsh                            4 - 32
StructureDefinition-Report-EuLocation.json                         Report_EuLocation                          Profile     obligations/Report_EuLocation.fsh                             4 - 48
StructureDefinition-Report-EuMedication.json                       Report_EuMedication                        Profile     obligations/Report_EuMedication.fsh                           4 - 8
StructureDefinition-Report-EuMedicationAdministration.json         Report_EuMedicationAdministration          Profile     obligations/Report_EuMedicationAdministration.fsh             4 - 80
StructureDefinition-Report-EuObservation.json                      Report_EuObservation                       Profile     obligations/Report_EuObservation.fsh                          4 - 128
StructureDefinition-Report-EuOrganization.json                     Report_EuOrganization                      Profile     obligations/Report_EuOrganization.fsh                         4 - 36
StructureDefinition-Report-EuPatient.json                          Report_EuPatient                           Profile     obligations/Report_EuPatient.fsh                              4 - 52
StructureDefinition-Report-EuPatientAnimal.json                    Report_EuPatientAnimal                     Profile     obligations/Report_EuPatientAnimal.fsh                        4 - 12
StructureDefinition-Report-EuPractitioner.json                     Report_EuPractitioner                      Profile     obligations/Report_EuPractitioner.fsh                         4 - 28
StructureDefinition-Report-EuPractitionerRole.json                 Report_EuPractitionerRole                  Profile     obligations/Report_EuPractitionerRole.fsh                     4 - 20
StructureDefinition-Report-EuProcedure.json                        Report_EuProcedure                         Profile     obligations/Report_EuProcedure.fsh                            4 - 72
StructureDefinition-Report-EuQuantity.json                         Report_EuQuantity                          Profile     obligations/Report_EuQuantity.fsh                             4 - 28
StructureDefinition-Report-EuRange.json                            Report_EuRange                             Profile     obligations/Report_EuRange.fsh                                4 - 16
StructureDefinition-Report-EuRelatedPerson.json                    Report_EuRelatedPerson                     Profile     obligations/Report_EuRelatedPerson.fsh                        4 - 40
StructureDefinition-Report-EuServiceRequest.json                   Report_EuServiceRequest                    Profile     obligations/Report_EuServiceRequest.fsh                       4 - 80
StructureDefinition-Report-EuSimpleQuantity.json                   Report_EuSimpleQuantity                    Profile     obligations/Report_EuSimpleQuantity.fsh                       4 - 28
StructureDefinition-Report-EuSpecimen.json                         Report_EuSpecimen                          Profile     obligations/Report_EuSpecimen.fsh                             4 - 52
StructureDefinition-Report-EuSubstance.json                        Report_EuSubstance                         Profile     obligations/Report_EuSubstance.fsh                            4 - 40
StructureDefinition-Report-ImAdverseEvent.json                     Report_ImAdverseEvent                      Profile     obligations/Report_ImAdverseEvent.fsh                         4 - 28
StructureDefinition-Report-ImComposition.json                      Report_ImComposition                       Profile     obligations/Report_ImComposition.fsh                          4 - 172
StructureDefinition-Report-ImDiagnosticReport.json                 Report_ImDiagnosticReport                  Profile     obligations/Report_ImDiagnosticReport.fsh                     4 - 72
StructureDefinition-Report-ImFinding.json                          Report_ImFinding                           Profile     obligations/Report_ImFinding.fsh                              4 - 12
StructureDefinition-Report-ImGestationalAgeObservation.json        Report_ImGestationalAgeObservation         Profile     obligations/Report_ImGestationalAgeObservation.fsh            4 - 12
StructureDefinition-Report-ImImagingStudy.json                     Report_ImImagingStudy                      Profile     obligations/Report_ImImagingStudy.fsh                         4 - 124
StructureDefinition-Report-ImOrder.json                            Report_ImOrder                             Profile     obligations/Report_ImOrder.fsh                                4 - 100
StructureDefinition-Report-ImPatient.json                          Report_ImPatient                           Profile     obligations/Report_ImPatient.fsh                              4 - 64
StructureDefinition-Report-ImProcedure.json                        Report_ImProcedure                         Profile     obligations/Report_ImProcedure.fsh                            4 - 72
StructureDefinition-Report-ImRadiationDoseObservation.json         Report_ImRadiationDoseObservation          Profile     obligations/Report_ImRadiationDoseObservation.fsh             4 - 16
StructureDefinition-Report-ImReportDocumentReference.json          Report_ImReportDocumentReference           Profile     profiles/im-ihemhd-documentreference.fsh                      1 - 47
StructureDefinition-SimpleQuantityEu.json                          SimpleQuantityEu                           Profile     profiles-eu/eu-observation.fsh                                33 - 39
StructureDefinition-SpecimenEu.json                                SpecimenEu                                 Profile     profiles-eu/eu-specimen.fsh                                   1 - 19
StructureDefinition-im-accession-number-identifier.json            ImAccessionNumberIdentifier                Profile     profiles/im-identifiers.fsh                                   1 - 10
StructureDefinition-im-composition-diagnosticReportReference.json  ImDiagnosticReportReference                Extension   profiles/im-composition.fsh                                   213 - 223
StructureDefinition-im-sop-instance-uid-identifier.json            ImSopInstanceUidIdentifier                 Profile     profiles/im-identifiers.fsh                                   28 - 37
StructureDefinition-im-study-instance-uid-identifier.json          ImStudyInstanceUidIdentifier               Profile     profiles/im-identifiers.fsh                                   17 - 26
StructureDefinition-instance-description.json                      ImImagingStudyInstanceDescription          Extension   profiles/im-imagingstudy.fsh                                  48 - 53
StructureDefinition-periods-of-life-extension.json                 PeriodsOfLifeExtension                     Extension   profiles-eu/eu-allergyintolerance.fsh                         11 - 17
StructureDefinition-quantity-eu.json                               QuantityEu                                 Profile     profiles-eu/eu-observation.fsh                                24 - 31
StructureDefinition-range-eu.json                                  RangeEu                                    Profile     profiles-eu/eu-observation.fsh                                41 - 48
ValueSet-ImImagingManifestTypesEuVS.json                           ImImagingManifestTypesEuVS                 ValueSet    terminologies/ImComposition-terminology.fsh                   17 - 21
ValueSet-ImImagingReportTypesEuVS.json                             ImImagingReportTypesEuVS                   ValueSet    terminologies/ImComposition-terminology.fsh                   11 - 15
ValueSet-ImSectionEmptyReason.json                                 ImSectionEmptyReason                       ValueSet    terminologies/ImComposition-terminology.fsh                   2 - 8
ValueSet-im-dose-length-units.json                                 ImDoseLengthUnits                          ValueSet    profiles/im-radiationdose-observation.fsh                     119 - 124
ValueSet-im-effective-dose-units.json                              ImEffectiveDoseUnits                       ValueSet    profiles/im-radiationdose-observation.fsh                     110 - 117
ValueSet-im-gray-square-units.json                                 ImGraySquareUnits                          ValueSet    profiles/im-radiationdose-observation.fsh                     126 - 132
ValueSet-im-imaging-device-type.json                               ImImagingDeviceType                        ValueSet    profiles/im-imaging-device.fsh                                15 - 21
ValueSet-im-imaging-study-performer-type.json                      ImImagingStudyPerformerTypeVS              ValueSet    terminologies/imaging-study-performer-type.fsh                1 - 7
ValueSet-im-procedure-type.json                                    ImProcedureType                            ValueSet    terminologies/ImProcedureType.fsh                             1 - 8
ValueSet-media-view.json                                           CrossVersionMediaView                      ValueSet    profiles-eu/eu-documentreference.fsh                          16 - 23
ValueSet-periods-of-life-value-set.json                            PeriodsOfLifeValueSet                      ValueSet    profiles-eu/eu-allergyintolerance.fsh                         20 - 27
ValueSet-valueset-diagnosticreport-report-support-info.json        DiagnosticReportSupportingInfoVCodes       ValueSet    terminologies/DiagnosticReportSupportInfo.fsh                 13 - 18
