Output File                                                             Name                                           Type        FSH File                                        Lines
StructureDefinition-ImImagingDevice.json                                ImImagingDevice                                Profile     profiles/im-imaging-device.fsh                  1 - 19
StructureDefinition-ImImagingSelection.json                             ImImagingSelection                             Profile     profiles/im-imagingselection.fsh                4 - 16
StructureDefinition-ImImagingStudy.json                                 ImImagingStudy                                 Profile     profiles/im-imagingstudy.fsh                    1 - 45
StructureDefinition-ImImagingStudyManifest.json                         ImImagingStudyManifest                         Profile     profiles/im-manifest.fsh                        1 - 40
StructureDefinition-ImKeyImageDocumentReference.json                    ImKeyImageDocumentReference                    Profile     profiles/im-keyimage-documentreference.fsh      1 - 79
StructureDefinition-ImKeyImageImagingSelection.json                     ImKeyImageImagingSelection                     Profile     profiles/im-keyimage-imagingselection.fsh       1 - 9
StructureDefinition-ImManifestIheMhdDocumentReference.json              ImManifestIheMhdDocumentReference              Profile     profiles/im-ihemhd-documentreference.fsh        132 - 172
StructureDefinition-ImOrder.json                                        ImOrder                                        Profile     profiles/im-order.fsh                           1 - 30
StructureDefinition-ImPatient.json                                      ImPatient                                      Profile     profiles/im-patient.fsh                         1 - 7
StructureDefinition-ImProcedure.json                                    ImProcedure                                    Profile     profiles/im-procedure.fsh                       1 - 33
StructureDefinition-ImRadiationDoseObservation.json                     ImRadiationDoseObservation                     Profile     profiles/im-radiationdose-observation.fsh       1 - 106
StructureDefinition-ImReport.json                                       ImReport                                       Profile     profiles/im-report.fsh                          1 - 15
StructureDefinition-ImReportIheMhdDocumentReference.json                ImReportIheMhdDocumentReference                Profile     profiles/im-ihemhd-documentreference.fsh        49 - 84
StructureDefinition-ImSrInstanceImagingSelection.json                   ImSrInstanceImagingSelection                   Profile     profiles/im-imagingselection.fsh                18 - 33
StructureDefinition-ImWadoEndpoint.json                                 ImWadoEndpoint                                 Profile     profiles/im-endpoint-wado.fsh                   1 - 61
StructureDefinition-MedicationEu.json                                   MedicationEu                                   Profile     profiles-eu/eu-medication.fsh                   3 - 9
StructureDefinition-ObservationEu.json                                  ObservationEu                                  Profile     profiles-eu/eu-observation.fsh                  1 - 25
StructureDefinition-PatientAnimalEu.json                                PatientAnimalEu                                Profile     profiles-eu/eu-patient-animal.fsh               1 - 9
StructureDefinition-ProcedureEu.json                                    ProcedureEu                                    Profile     profiles-eu/eu-procedure.fsh                    1 - 11
StructureDefinition-RelatedPersonEu.json                                RelatedPersonEu                                Profile     profiles-eu/eu-relatedperson.fsh                1 - 6
StructureDefinition-SimpleQuantityEu.json                               SimpleQuantityEu                               Profile     profiles-eu/eu-observation.fsh                  36 - 42
StructureDefinition-SpecimenEu.json                                     SpecimenEu                                     Profile     profiles-eu/eu-specimen.fsh                     1 - 11
StructureDefinition-cvDocumentReference-bodySite.json                   CvDocumentReferenceBodySite                    Extension   profiles/im-ihemhd-documentreference.fsh        222 - 230
StructureDefinition-cvDocumentReference-modality.json                   CvDocumentReferenceModality                    Extension   profiles/im-ihemhd-documentreference.fsh        212 - 220
StructureDefinition-cvServiceRequest-reason.json                        CvServiceRequestReason                         Extension   profiles/im-order.fsh                           56 - 63
StructureDefinition-im-accession-number-identifier.json                 ImAccessionNumberIdentifier                    Profile     profiles/im-identifiers.fsh                     1 - 10
StructureDefinition-im-composition-diagnosticReportReference.json       ImDiagnosticReportReference                    Extension   profiles/im-composition.fsh                     216 - 226
StructureDefinition-im-sop-instance-uid-identifier.json                 ImSopInstanceUidIdentifier                     Profile     profiles/im-identifiers.fsh                     28 - 37
StructureDefinition-im-study-instance-uid-identifier.json               ImStudyInstanceUidIdentifier                   Profile     profiles/im-identifiers.fsh                     17 - 26
StructureDefinition-instance-description.json                           ImImagingStudyInstanceDescription              Extension   profiles/im-imagingstudy.fsh                    48 - 53
StructureDefinition-periods-of-life-extension.json                      PeriodsOfLifeExtension                         Extension   profiles-eu/eu-allergyintolerance.fsh           11 - 17
StructureDefinition-quantity-eu.json                                    QuantityEu                                     Profile     profiles-eu/eu-observation.fsh                  27 - 34
StructureDefinition-range-eu.json                                       RangeEu                                        Profile     profiles-eu/eu-observation.fsh                  44 - 51
ValueSet-ImImagingManifestTypesEuVS.json                                ImImagingManifestTypesEuVS                     ValueSet    terminologies/ImComposition-terminology.fsh     17 - 21
ValueSet-ImImagingReportTypesEuVS.json                                  ImImagingReportTypesEuVS                       ValueSet    terminologies/ImComposition-terminology.fsh     11 - 15
ValueSet-ImSectionEmptyReason.json                                      ImSectionEmptyReason                           ValueSet    terminologies/ImComposition-terminology.fsh     2 - 8
ValueSet-im-dose-length-units.json                                      ImDoseLengthUnits                              ValueSet    profiles/im-radiationdose-observation.fsh       117 - 122
ValueSet-im-effective-dose-units.json                                   ImEffectiveDoseUnits                           ValueSet    profiles/im-radiationdose-observation.fsh       108 - 115
ValueSet-im-gray-square-units.json                                      ImGraySquareUnits                              ValueSet    profiles/im-radiationdose-observation.fsh       124 - 130
ValueSet-im-imaging-device-type.json                                    ImImagingDeviceType                            ValueSet    profiles/im-imaging-device.fsh                  23 - 29
ValueSet-im-imaging-study-performer-type.json                           ImImagingStudyPerformerTypeVS                  ValueSet    terminologies/imaging-study-performer-type.fsh  1 - 7
ValueSet-im-procedure-type.json                                         ImProcedureType                                ValueSet    terminologies/ImProcedureType.fsh               1 - 8
ValueSet-media-view.json                                                CrossVersionMediaView                          ValueSet    profiles-eu/eu-documentreference.fsh            16 - 23
ValueSet-periods-of-life-value-set.json                                 PeriodsOfLifeValueSet                          ValueSet    profiles-eu/eu-allergyintolerance.fsh           20 - 27
ValueSet-valueset-diagnosticreport-report-support-info.json             DiagnosticReportSupportingInfoVCodes           ValueSet    terminologies/DiagnosticReportSupportInfo.fsh   13 - 18
