Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-CvServiceRequestSupportingInfoCodeableConcept.json	1499	4	0	27	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	54	108	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-DocumentReferenceEu.json	2105	5	0	47	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	139	365	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-EncounterEu.json	6516	4	0	67	0	0	0	0	0	68	0	0	0	0	0	0	0	1	0	0	259	546	0	0	0	19	0	1
fsh-generated/resources/StructureDefinition-EndpointEu.json	1324	4	0	31	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	60	162	0	0	0	4	1	0
fsh-generated/resources/StructureDefinition-IheMhdEntryUUIDIdentifier.json	1462	4	0	28	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	42	119	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ImAdverseEvent.json	3843	5	0	148	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	139	311	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-ImAdverseEventSubjectReseachSubject.json	2473	4	0	6	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	59	127	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ImComposition.json	33799	7	0	324	0	0	0	0	1	690	0	0	1	0	0	0	0	3	0	0	1016	1654	0	0	0	58	0	3
fsh-generated/resources/StructureDefinition-ImDiagnosticReport.json	11979	5	0	131	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	284	572	0	0	0	23	0	1
fsh-generated/resources/StructureDefinition-ImFinding.json	3004	4	0	32	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	193	481	0	1	0	15	0	1
fsh-generated/resources/StructureDefinition-ImGestationalAgeObservation.json	1836	4	0	16	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	155	1888	0	0	0	12	0	0
fsh-generated/resources/StructureDefinition-ImIheMhdDocumentReference.json	3448	5	0	32	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	151	198	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-ImImageIidViewerEndpoint.json	2373	4	0	8	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	82	116	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ImImagingDevice.json	4754	5	0	11	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	166	218	0	0	0	9	1	1
fsh-generated/resources/StructureDefinition-ImImagingSelection.json	3183	4	0	22	0	0	0	0	0	37	0	0	1	0	0	0	0	2	0	0	289	450	0	0	0	16	0	1
fsh-generated/resources/StructureDefinition-ImImagingStudy.json	10006	6	0	16	1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	269	303	0	0	0	14	0	1
fsh-generated/resources/StructureDefinition-ImImagingStudyManifest.json	5487	4	0	93	0	0	0	0	1	29	0	0	0	0	0	0	0	2	0	0	430	843	0	0	0	33	0	1
fsh-generated/resources/StructureDefinition-ImKeyImageDocumentReference.json	11230	5	0	19	0	0	0	0	0	37	0	0	0	0	0	0	0	1	0	0	333	592	0	0	0	21	0	1
fsh-generated/resources/StructureDefinition-ImKeyImageImagingSelection.json	2932	5	0	23	0	0	0	0	0	24	0	0	0	0	0	0	0	2	0	0	288	714	0	0	0	17	0	1
fsh-generated/resources/StructureDefinition-ImManifestIheMhdDocumentReference.json	3846	4	0	15	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	167	378	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-ImOrder.json	6294	5	0	13	1	0	0	0	0	99	0	0	1	0	0	0	0	1	0	0	204	361	0	0	0	11	1	0
fsh-generated/resources/StructureDefinition-ImPatient.json	1726	4	0	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	133	288	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-ImProcedure.json	4352	4	0	21	0	0	0	0	0	31	0	0	0	0	0	0	0	1	0	0	199	345	0	0	0	10	0	0
fsh-generated/resources/StructureDefinition-ImRadiationDoseObservation.json	19066	6	0	46	0	0	0	0	0	95	0	0	0	0	0	0	0	2	0	0	677	1311	0	0	0	34	0	2
fsh-generated/resources/StructureDefinition-ImReport.json	2421	4	0	40	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	209	221	0	0	0	14	0	0
fsh-generated/resources/StructureDefinition-ImReportIheMhdDocumentReference.json	3633	5	0	13	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	158	190	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-ImSrInstanceImagingSelection.json	4751	4	0	35	1	0	0	0	0	40	0	0	0	0	0	0	0	2	0	0	311	400	0	0	0	16	0	1
fsh-generated/resources/StructureDefinition-ImWadoEndpoint.json	5882	5	0	9	0	0	0	0	0	29	0	0	1	0	0	0	0	0	0	0	156	192	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-MedicationEu.json	1068	4	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	74	100	0	0	0	4	1	0
fsh-generated/resources/StructureDefinition-ObservationEu.json	3191	4	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	1	0	0	225	225	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-PatientAnimalEu.json	2176	5	0	30	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	145	181	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-ProcedureEu.json	1667	4	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	123	141	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-RelatedPersonEu.json	1078	4	0	7	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	67	104	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-SimpleQuantityEu.json	1789	4	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	52	78	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SpecimenEu.json	2051	4	0	20	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	99	141	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-cvDocumentReference-basedOn.json	2867	5	0	5	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	37	66	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-cvServiceRequest-reason.json	1381	4	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	36	65	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-im-accession-number-identifier.json	1643	4	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	49	76	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-im-composition-diagnosticReportReference.json	2134	4	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	37	72	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-im-sop-instance-uid-identifier.json	1750	4	0	6	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	54	76	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-im-study-instance-uid-identifier.json	1742	4	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	57	75	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-instance-description.json	1332	5	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	34	60	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-periods-of-life-extension.json	1623	4	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	36	60	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-quantity-eu.json	1754	4	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	46	72	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-range-eu.json	1525	4	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	33	85	0	0	0	1	0	0
fsh-generated/resources/ValueSet-ImImagingManifestTypesEuVS.json	662	4	0	0	1	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	18	140	0	0	0	1	0	0
fsh-generated/resources/ValueSet-ImImagingReportTypesEuVS.json	652	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	147	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ImSectionEmptyReason.json	1034	4	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	1	0	0	15	304	0	0	0	0	0	0
fsh-generated/resources/ValueSet-im-dose-length-units.json	512	4	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	14	299	0	0	0	0	0	0
fsh-generated/resources/ValueSet-im-effective-dose-units.json	869	4	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	15	283	0	0	0	1	0	0
fsh-generated/resources/ValueSet-im-gray-square-units.json	599	4	0	0	0	0	0	0	1	175	0	0	0	0	0	0	0	0	0	0	14	301	0	0	0	0	0	0
fsh-generated/resources/ValueSet-im-imaging-device-type.json	833	4	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	14	1138	0	0	0	0	0	0
fsh-generated/resources/ValueSet-im-imaging-study-performer-type.json	798	5	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	15	121	0	0	0	0	0	0
fsh-generated/resources/ValueSet-im-procedure-type.json	1025	4	0	0	1	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	15	3298	0	0	0	1	0	0
fsh-generated/resources/ValueSet-media-view.json	928	3	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	15	899	0	0	0	0	0	0
fsh-generated/resources/ValueSet-periods-of-life-value-set.json	1163	5	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	15	571	0	0	0	0	0	0
fsh-generated/resources/ValueSet-valueset-diagnosticreport-report-support-info.json	586	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	18	113	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSAddress.json	9147	4	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	48	87	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSAlertFlag.json	13202	5	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	56	85	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSAllergyIntolerance.json	21467	5	0	8	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	91	105	0	1	0	4	0	0
input/resources/StructureDefinition-EHDSAppointment.json	26412	6	0	9	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	95	107	0	0	0	3	0	1
input/resources/StructureDefinition-EHDSAttachment.json	12478	5	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	56	74	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSAttachments.json	4081	5	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	33	56	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSCarePlan.json	17048	5	1	8	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	70	80	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSClinicalImpression.json	20039	5	0	8	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	79	89	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSCommonHeader.json	10215	4	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	53	70	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSCondition.json	20635	6	0	8	0	0	0	0	0	20	0	0	1	0	0	0	0	1	0	0	81	94	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSCoverage.json	8111	4	0	5	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	41	66	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSDevice.json	10791	5	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	53	70	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSDeviceUse.json	11685	5	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	52	72	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSDispenseDecline.json	7103	5	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	41	62	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSDocumentHeader.json	26818	5	0	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	90	104	0	0	0	4	0	0
input/resources/StructureDefinition-EHDSDosaging.json	40538	7	0	11	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	155	123	0	0	0	6	0	0
input/resources/StructureDefinition-EHDSEncounter.json	29676	6	0	9	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	105	137	0	0	0	4	0	0
input/resources/StructureDefinition-EHDSEndpoint.json	13812	4	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	62	78	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSEpisodeOfCare.json	10308	5	0	7	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	49	66	0	0	0	1	0	1
input/resources/StructureDefinition-EHDSFunctionalStatus.json	11002	5	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	52	72	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSGoal.json	1924	4	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	51	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSGroup.json	1932	4	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	25	54	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSHealthProfessional.json	10347	5	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	48	65	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSHospitalDischargeReport.json	5739	4	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	39	57	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSHospitalDischargeReportHeader.json	40723	6	0	10	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	134	118	0	0	0	5	0	0
input/resources/StructureDefinition-EHDSHumanName.json	7324	5	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	41	64	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSImagingReport.json	7951	4	0	5	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	42	60	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSImagingReportBody.json	51481	7	0	14	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	171	135	0	0	0	8	0	0
input/resources/StructureDefinition-EHDSImagingReportHeader.json	34877	5	0	11	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	121	108	0	1	0	5	0	0
input/resources/StructureDefinition-EHDSImagingStudy.json	39624	7	0	10	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	136	113	0	0	0	5	0	0
input/resources/StructureDefinition-EHDSImmunization.json	14948	5	0	8	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	62	75	0	0	0	3	1	0
input/resources/StructureDefinition-EHDSInpatientEncounter.json	19079	5	0	10	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	53	86	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSLaboratoryObservation.json	30837	6	0	27	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	65	114	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSLaboratoryOrder.json	6410	4	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	40	56	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSLaboratoryOrderBody.json	26001	6	0	8	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	94	83	0	0	0	4	0	1
input/resources/StructureDefinition-EHDSLaboratoryOrderHeader.json	32062	6	0	9	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	111	104	0	0	0	5	0	0
input/resources/StructureDefinition-EHDSLaboratoryReport.json	6541	4	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	42	60	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSLaboratoryReportBody.json	25104	7	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	89	130	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSLaboratoryReportHeader.json	22644	6	0	11	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	54	92	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSLocation.json	11440	5	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	51	66	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSMedia.json	14745	5	0	7	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	67	79	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSMedication.json	37158	6	0	11	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	149	133	0	0	0	6	0	0
input/resources/StructureDefinition-EHDSMedicationAdministration.json	17664	5	0	7	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	81	86	0	0	0	4	0	0
input/resources/StructureDefinition-EHDSMedicationDispense.json	17408	5	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	76	78	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSMedicationDispenseHeader.json	9884	4	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	46	66	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSMedicationPrescription.json	32459	6	0	11	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	124	101	0	0	0	6	0	0
input/resources/StructureDefinition-EHDSMedicationPrescriptionHeader.json	16686	5	0	8	1	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	64	77	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSObservation.json	43946	6	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	178	135	0	0	0	7	0	1
input/resources/StructureDefinition-EHDSOrganization.json	8414	5	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	42	64	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSPatient.json	12365	5	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	57	88	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSPatientSummary.json	6522	4	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	40	58	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSPatientSummaryBody.json	96076	8	0	19	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	247	198	0	1	0	11	0	0
input/resources/StructureDefinition-EHDSPatientSummaryHeader.json	29202	6	0	10	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	105	98	0	0	0	5	0	0
input/resources/StructureDefinition-EHDSProcedure.json	18377	5	0	7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	76	81	0	0	0	5	0	0
input/resources/StructureDefinition-EHDSRelatedPerson.json	8233	5	0	66	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	40	88	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSReportHeader.json	35589	6	0	21	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	132	122	0	0	0	5	0	0
input/resources/StructureDefinition-EHDSServiceRequest.json	19291	5	0	19	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	77	85	0	0	0	3	0	0
input/resources/StructureDefinition-EHDSSlot.json	1924	5	0	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	25	54	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSSpecimen.json	16119	5	0	14	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	67	87	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSSubstance.json	9148	5	0	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	47	68	0	0	0	2	0	0
input/resources/StructureDefinition-EHDSTask.json	1924	4	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	50	0	0	0	1	0	0
input/resources/StructureDefinition-EHDSTelecom.json	5033	4	0	19	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	34	62	0	0	0	1	0	1
input/resources/StructureDefinition-ext-R5-Composition.ev.detail.json	37354	6	0	16	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	71	122	0	0	0	5	0	0
input/resources/StructureDefinition-ext-R5-Composition.identifier.json	10789	4	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	33	107	0	0	0	1	0	0
input/resources/StructureDefinition-ext-R5-Device.category.json	9015	5	0	10	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	37	89	0	0	0	2	0	0
input/resources/StructureDefinition-ext-R5-DiagnosticReport.composition.json	9653	4	0	10	1	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	34	61	0	0	0	1	0	0
input/resources/StructureDefinition-ext-R5-DiagnosticReport.supportingInfo.json	29093	6	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	67	97	0	1	0	3	0	0
input/resources/StructureDefinition-ext-R5-DocumentReference.basedOn.json	12037	4	0	13	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	38	67	0	1	0	1	0	0
input/resources/StructureDefinition-ext-R5-DocumentReference.bodySite.json	36543	6	0	13	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	68	113	0	0	0	3	0	0
input/resources/StructureDefinition-ext-R5-DocumentReference.co.profile.json	20616	5	0	15	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	55	96	0	0	0	2	0	0
input/resources/StructureDefinition-ext-R5-DocumentReference.modality.json	10034	4	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	37	73	0	0	0	1	0	0
input/resources/StructureDefinition-ext-R5-Endpoint.connectionType.json	10270	5	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	37	66	0	0	0	2	0	0
input/resources/StructureDefinition-ext-R5-Endpoint.payload.json	29532	5	0	17	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	61	96	0	0	0	2	0	0
input/resources/StructureDefinition-ext-R5-ImagingSelection.json	279133	17	0	39	0	0	0	0	0	247	0	0	0	0	0	0	0	1	0	0	461	527	0	1	0	21	0	1
input/resources/ValueSet-R5-Device-category-for-R4.json	1991	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	514	0	0	0	1	0	0
input/resources/ValueSet-R5-imagingselection-2dgraphictype-for-R4.json	2257	4	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	24	540	0	0	0	0	0	0
input/resources/ValueSet-R5-imagingselection-3dgraphictype-for-R4.json	2523	4	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	18	524	0	0	0	1	0	0
input/resources/ValueSet-R5-imagingselection-status-for-R4.json	1702	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	518	0	0	0	0	0	0
