URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.eu/fhir/imaging-r4/ValueSet/media-view,4.0.1,draft,,CrossVersionMediaView,Media View types - placeholder for cross-version extension,"Codes defined in SNOMED CT that can be used to record Media Recording views.","StructureDefinition/CrossVersionMediaViewExtension","SCT"
http://hl7.eu/fhir/imaging-r4/ValueSet/periods-of-life-value-set,0.1.0-ballot,draft,,PeriodsOfLifeValueSet,Periods of Life,"A value set of periods of life extension ([SNOMED tree](https://browser.ihtsdotools.org/?perspective=full&conceptId1=767023003&edition=MAIN/2025-04-01&release=&languages=en)).","StructureDefinition/periods-of-life-extension","SCT"
http://hl7.eu/fhir/imaging-r4/ValueSet/valueset-diagnosticreport-report-support-info,0.1.0-ballot,draft,,DiagnosticReportSupportingInfoVCodes,DiagnosticReport supportInfo codes,"Codes to be used in `DiagnosticReport.supportInfo` for imaging reports.","StructureDefinition/ImDiagnosticReport","Internal"
http://hl7.org/fhir/ValueSet/age-units,4.0.1,draft,"2.16.840.1.113883.4.642.3.19",CommonUCUMCodesForAge,Common UCUM Codes for Age,"Unified Code for Units of Measure (UCUM). This value set includes all UCUM codes","StructureDefinition/ImGestationalAgeObservation","UCUM"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/ConditionEu","SCT"
http://hl7.org/fhir/ValueSet/device-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.3307",FHIRDeviceCategory,FHIR Device Category,"The association state of the device.","StructureDefinition/ext-R5-Device.category","FHIR"
http://hl7.org/fhir/ValueSet/endpoint-connection-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.498",EndpointConnectionType,Endpoint Connection Type,"This is an example value set defined by the FHIR project, that could be used to represent possible connection type profile values.","StructureDefinition/ext-R5-Endpoint.connectionType","THO"
http://hl7.org/fhir/ValueSet/endpoint-payload-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.496",EndpointPayloadType,Endpoint Payload Type,"This is an example value set defined by the FHIR project, that could be used to represent possible payload document types.","StructureDefinition/ext-R5-Endpoint.payload","THO,Other"
http://hl7.org/fhir/ValueSet/series-performer-function,4.0.1,draft,"2.16.840.1.113883.4.642.3.989",ImagingStudySeriesPerformerFunction,ImagingStudy series performer function,"Performer function of an agent in an imaging study series","StructureDefinition/ext-R5-ImagingSelection,ValueSet/im-imaging-study-performer-type","THO (V3)"
http://hl7.org/fhir/uv/ips/ValueSet/pregnancy-status-uv-ips,1.1.0,active,,PregnancyStatusUvIps,Pregnancy Status - IPS,"IPS Pregnancy Status","StructureDefinition/ImOrder","LOINC"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-imagingselection-2dgraphictype-for-R4,0.0.1-snapshot-1,draft,,R5-imagingselection-2dgraphictype-for-R4,Cross-version VS for R5.ImagingSelection2DGraphicType for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/imagingselection-2dgraphictype|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.","StructureDefinition/ext-R5-ImagingSelection","FHIR"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-imagingselection-3dgraphictype-for-R4,0.0.1-snapshot-1,draft,,R5-imagingselection-3dgraphictype-for-R4,Cross-version VS for R5.ImagingSelection3DGraphicType for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/imagingselection-3dgraphictype|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.","StructureDefinition/ext-R5-ImagingSelection","FHIR"
http://hl7.org/fhir/uv/xver/5.0/ValueSet/R5-imagingselection-status-for-R4,0.0.1-snapshot-1,draft,,R5-imagingselection-status-for-R4,Cross-version VS for R5.ImagingSelectionStatus for use in FHIR R4,"This cross-version ValueSet represents concepts from http://hl7.org/fhir/ValueSet/imagingselection-status|5.0.0 for use in FHIR R4. Concepts not present here have direct `equivalent` mappings crossing all versions from R5 to R4.","StructureDefinition/ext-R5-ImagingSelection","FHIR"
http://terminology.hl7.org/ValueSet/v2-0936,2.0.0,active,"2.16.840.1.113883.21.460",Hl7VSVSObservationType,hl7VS-VS-observationType,"Value Set of codes that specify types of observations to enable systems to distinguish between observations sent along with an order, versus observations sent as the result to an order.","StructureDefinition/ext-R5-DiagnosticReport.supportingInfo","THO (V2)"
http://terminology.hl7.org/ValueSet/v3-ActEncounterCode,3.0.0,active,"2.16.840.1.113883.1.11.13955",ActEncounterCode,ActEncounterCode,"Domain provides codes that qualify the ActEncounterClass (ENC)","StructureDefinition/EncounterEu","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-HL7FormatCodes,2.1.0,active,"2.16.840.1.113883.11.19752",HL7FormatCodes,HL7 ValueSet of Format Codes for use with Document Sharing,"The HL7-FormatCodes value set is defined to be the set of FormatCode(s) defined by implementation guides published by HL7 and other SDOs. The use of a formatCode from the FormatCodes value set specifies the technical format that a document conforms to. The formatCode is a further specialization more detailed than the mime-type. The formatCode provides sufficient information to allow any potential document content consumer to know if it can process and/or display the content of the document based on the document encoding, structure and template conformance indicated by the formatCode. The set of formatCodes is intended to be extensible. The Content Logical Description is defined intentionally to permit formatCodes defined by other Standards Development Organizations to be added by inclusion of additional formatCode Code Systems.","StructureDefinition/ext-R5-DocumentReference.co.profile","THO (V3),Other"
http://terminology.hl7.org/ValueSet/v3-xEncounterAdmissionUrgency,3.0.0,active,"2.16.840.1.113883.1.11.19457",XEncounterAdmissionUrgency,x_EncounterAdmissionUrgency,"The urgency for starting a patient encounter.    *Example:*Routine, urgent, emergency, and elective.","StructureDefinition/EncounterEu","THO (V3)"
